"totalrent";"livingspace";"balcony";"yearconstructed";"haskitchen";"floor";"interiorqual"
924;58;"nein";1930;"ja";3;3
803;61;"nein";1970;"nein";4;2
1305;84;"ja";1955;"nein";4;3
940;73;"ja";1972;"ja";0;3
897;64;"ja";1994;"nein";2;3
1089;72;"nein";1972;"nein";2;2
985;68;"ja";1973;"nein";1;3
518;44;"nein";1972;"nein";4;2
890;72;"ja";1973;"nein";1;3
1149;62;"nein";1959;"ja";1;2
467;36;"ja";1972;"nein";6;3
1454;99;"ja";2018;"nein";1;3
774;59;"ja";1972;"nein";4;2
1516;116;"ja";1952;"nein";1;2
1968;153;"ja";1984;"ja";0;3
2393;118;"ja";1972;"nein";5;3
836;47;"nein";1890;"ja";0;3
815;56;"nein";1950;"nein";4;2
1530;102;"ja";2019;"nein";1;3
1381;97;"ja";1965;"nein";2;3
643;35;"ja";1959;"ja";4;2
1134;71;"ja";2002;"ja";0;3
1084;60;"ja";2020;"nein";0;3
1695;114;"ja";2009;"nein";3;3
2268;101;"ja";2019;"ja";4;4
532;48;"nein";1972;"ja";1;2
1810;100;"ja";2012;"nein";0;3
575;45;"ja";1954;"nein";2;2
1274;82;"ja";1955;"nein";4;3
772;55;"ja";1983;"ja";3;2
1420;98;"ja";1910;"nein";2;3
566;33;"ja";1972;"ja";3;2
1235;82;"ja";1955;"nein";4;3
1132;36;"ja";2020;"ja";0;3
932;55;"nein";1920;"ja";4;2
1041;74;"ja";1950;"ja";4;3
538;43;"ja";1970;"nein";3;3
3109;247;"ja";1951;"nein";2;3
1883;138;"ja";1958;"ja";1;3
735;65;"nein";1972;"nein";1;2
1089;57;"ja";1972;"ja";0;3
991;81;"ja";1929;"nein";2;2
715;56;"ja";1907;"nein";2;2
852;49;"nein";1950;"nein";4;2
696;57;"ja";1976;"ja";3;3
799;86;"nein";1972;"ja";1;2
1380;91;"ja";2005;"nein";3;3
1747;109;"ja";2009;"nein";0;3
1704;66;"ja";1972;"ja";4;3
1660;108;"ja";1905;"ja";1;3
1058;56;"ja";2018;"ja";6;3
716;55;"ja";1983;"ja";3;2
1077;86;"ja";1972;"nein";5;3
894;31;"ja";1972;"ja";4;3
1044;80;"ja";1959;"nein";4;3
2262;132;"ja";2019;"nein";1;3
602;43;"ja";1955;"nein";0;2
671;58;"ja";1965;"nein";1;2
810;62;"nein";1970;"nein";4;2
1067;66;"nein";1972;"ja";1;3
843;65;"ja";1915;"nein";2;2
1698;159;"ja";1972;"nein";1;2
1076;103;"ja";1949;"ja";3;2
483;33;"nein";1903;"nein";0;2
757;80;"nein";1903;"nein";2;2
1172;66;"nein";1972;"ja";1;3
1144;40;"ja";1984;"ja";2;3
935;54;"ja";1996;"ja";1;3
2840;165;"ja";2012;"ja";0;3
1934;112;"ja";2012;"nein";0;3
445;40;"ja";1958;"nein";3;2
751;53;"ja";1984;"ja";6;3
891;80;"ja";1962;"nein";1;2
1453;102;"ja";1972;"nein";1;3
1846;114;"ja";2017;"ja";1;4
1330;80;"ja";1972;"nein";1;3
517;21;"nein";1957;"ja";5;3
667;25;"nein";1972;"ja";3;3
1769;91;"nein";2014;"nein";0;3
950;68;"ja";1973;"nein";1;3
942;63;"ja";1994;"nein";2;3
916;79;"ja";1995;"ja";3;3
599;42;"nein";1972;"nein";4;2
1117;81;"ja";2005;"nein";1;3
1071;75;"ja";1968;"ja";3;4
1388;73;"ja";1961;"ja";7;3
1845;113;"ja";1958;"nein";2;3
1399;143;"ja";1910;"ja";4;3
998;72;"ja";2008;"nein";3;2
1544;94;"ja";1955;"nein";3;4
803;50;"nein";1954;"ja";2;2
2155;108;"ja";2016;"ja";5;3
1877;99;"ja";2012;"nein";0;3
1512;104;"ja";2019;"nein";1;3
1285;66;"ja";2015;"nein";0;3
612;48;"ja";1954;"nein";2;2
1525;91;"ja";2017;"nein";1;3
979;83;"ja";1979;"nein";2;3
1433;112;"ja";1907;"ja";1;3
943;77;"ja";1969;"nein";1;2
527;22;"nein";1957;"ja";5;3
511;30;"nein";1961;"ja";1;2
1245;108;"ja";1949;"ja";3;2
1048;70;"ja";1972;"nein";3;2
941;58;"ja";1972;"ja";0;3
862;64;"ja";1972;"nein";4;2
989;83;"nein";2005;"ja";5;3
492;37;"nein";1991;"ja";3;2
520;40;"nein";1957;"nein";1;3
876;66;"ja";1915;"nein";2;2
1030;77;"nein";1972;"nein";2;2
1031;83;"ja";1910;"ja";3;3
613;42;"ja";1956;"nein";4;2
915;80;"ja";1902;"ja";0;2
1075;85;"ja";1984;"nein";1;2
1163;74;"ja";2019;"nein";5;3
952;77;"ja";1968;"ja";3;4
1160;65;"ja";2020;"nein";1;3
862;79;"ja";1961;"nein";1;2
1702;103;"ja";2012;"nein";4;3
806;53;"nein";1950;"nein";4;2
634;22;"ja";2018;"ja";2;3
1016;54;"ja";2018;"ja";6;3
2716;125;"ja";2005;"nein";0;3
1438;110;"ja";2016;"nein";4;3
732;88;"nein";1972;"nein";0;2
618;42;"ja";1955;"ja";1;2
2622;150;"ja";2010;"ja";4;3
1518;91;"ja";1958;"nein";2;3
850;83;"ja";1925;"nein";2;2
1031;82;"ja";1969;"nein";1;2
1163;92;"ja";1975;"nein";7;3
1132;84;"ja";1910;"ja";3;3
822;77;"ja";1965;"nein";1;2
776;51;"ja";2018;"ja";0;3
1793;102;"ja";2012;"nein";0;3
1712;107;"ja";2009;"nein";0;3
1329;90;"ja";1972;"nein";1;3
909;75;"ja";1972;"ja";0;3
494;36;"nein";1991;"ja";3;2
1008;59;"nein";1930;"ja";3;3
1474;78;"ja";2020;"nein";5;3
1962;114;"ja";2012;"nein";0;3
1560;97;"ja";1960;"nein";2;3
1165;40;"ja";1984;"ja";2;3
791;53;"nein";1921;"nein";1;3
1108;59;"nein";1972;"nein";5;3
2757;146;"ja";1972;"nein";11;2
631;22;"ja";2018;"ja";2;3
1560;118;"nein";1904;"ja";1;2
849;57;"ja";1972;"ja";0;3
1227;94;"ja";1972;"nein";3;2
1204;89;"ja";1983;"ja";2;3
1041;77;"ja";1950;"ja";2;3
873;72;"ja";1973;"nein";1;3
1329;77;"nein";2013;"nein";2;4
1971;159;"ja";1972;"ja";3;3
624;44;"nein";1972;"nein";4;2
828;87;"nein";1972;"ja";1;2
1353;70;"ja";2017;"ja";0;4
682;52;"ja";1959;"nein";4;2
1402;72;"ja";2015;"nein";0;3
744;63;"ja";1915;"nein";2;2
666;55;"ja";1959;"nein";4;2
1498;67;"ja";1961;"ja";7;3
1186;68;"ja";1975;"ja";4;3
1006;53;"ja";1996;"ja";1;3
1702;116;"ja";2009;"nein";0;3
625;55;"ja";1972;"ja";1;2
556;44;"nein";1983;"nein";1;2
1689;124;"ja";1986;"ja";3;3
812;54;"nein";1950;"nein";4;2
1281;78;"ja";2011;"ja";1;3
1017;81;"ja";1959;"nein";4;3
984;97;"ja";1949;"ja";3;2
336;19;"nein";1950;"nein";0;1
561;22;"nein";1957;"ja";5;3
1536;93;"ja";1965;"nein";2;3
638;20;"ja";2018;"ja";2;3
1662;144;"ja";1972;"nein";1;2
615;46;"nein";1960;"nein";5;3
870;65;"ja";1960;"nein";4;3
930;64;"ja";2020;"nein";0;3
739;57;"ja";1964;"nein";0;2
509;33;"ja";1972;"nein";1;2
765;65;"ja";1935;"nein";4;2
3304;252;"ja";1951;"nein";2;3
2006;107;"ja";2012;"nein";0;3
534;57;"nein";1914;"ja";3;2
748;85;"nein";1972;"ja";1;2
1078;93;"ja";1963;"nein";0;2
994;96;"ja";1981;"nein";4;2
696;34;"ja";1959;"ja";4;2
1428;105;"nein";1930;"ja";3;2
786;70;"ja";1978;"nein";1;3
1654;66;"ja";1972;"ja";4;3
867;79;"nein";1953;"nein";6;2
1657;91;"ja";1955;"nein";3;4
1441;63;"ja";1972;"ja";4;3
620;53;"ja";1954;"ja";2;3
1001;32;"ja";1972;"ja";4;3
975;73;"ja";1972;"nein";3;2
1004;77;"ja";1989;"ja";2;3
522;32;"ja";1972;"ja";3;2
605;56;"ja";1954;"ja";2;3
351;17;"nein";1950;"nein";0;1
1152;81;"ja";1972;"nein";3;3
807;52;"nein";1920;"ja";4;2
562;37;"nein";1957;"nein";1;3
758;55;"nein";1954;"ja";2;2
734;74;"ja";1972;"nein";4;3
925;64;"nein";1955;"nein";1;2
1141;87;"ja";1972;"nein";2;3
623;35;"nein";1963;"ja";6;3
938;48;"nein";2018;"ja";1;3
1505;85;"ja";2011;"ja";1;3
842;79;"nein";1972;"ja";1;2
1634;105;"ja";2019;"nein";2;3
1709;100;"ja";1956;"nein";3;3
644;38;"ja";1972;"nein";6;3
1037;77;"nein";1972;"ja";2;3
791;65;"ja";1972;"nein";3;2
1567;133;"ja";1959;"ja";0;2
621;43;"nein";1960;"nein";5;3
1137;94;"ja";1929;"ja";4;3
1017;78;"ja";1972;"nein";5;3
527;45;"ja";1970;"nein";3;3
1247;85;"ja";1972;"nein";2;3
770;62;"nein";1970;"nein";4;2
1059;84;"ja";1972;"nein";5;3
1384;95;"nein";2016;"nein";3;3
590;31;"nein";1963;"ja";6;3
1240;57;"ja";1950;"ja";1;3
1467;107;"ja";2012;"nein";4;3
1378;95;"ja";1958;"nein";2;3
1603;68;"ja";1972;"ja";4;3
1052;72;"ja";1966;"nein";0;2
1063;85;"ja";1975;"nein";7;3
513;30;"nein";1961;"ja";1;2
676;63;"ja";1970;"nein";0;3
983;59;"nein";1903;"nein";1;3
580;24;"ja";1972;"ja";1;2
750;54;"nein";1954;"ja";2;2
1565;97;"ja";2019;"nein";1;3
1905;111;"ja";1958;"nein";2;3
1186;75;"ja";2003;"nein";5;2
701;57;"ja";1972;"nein";0;2
1425;96;"ja";1965;"nein";2;3
1070;65;"nein";1959;"ja";1;2
590;22;"nein";1963;"ja";5;3
1472;87;"ja";1955;"nein";3;4
1118;92;"ja";1971;"nein";1;3
823;58;"ja";1972;"nein";4;2
853;65;"ja";1994;"nein";2;3
983;68;"ja";2019;"nein";5;3
573;47;"nein";1983;"nein";1;2
893;33;"ja";1972;"ja";4;3
1197;89;"ja";1992;"nein";1;3
1846;100;"ja";1996;"ja";2;4
914;57;"nein";1930;"ja";3;3
1879;110;"ja";2019;"nein";2;3
2665;197;"ja";1989;"nein";1;4
573;34;"nein";1972;"ja";4;2
1070;61;"ja";2018;"ja";6;3
1318;93;"nein";2018;"nein";2;3
990;75;"ja";1972;"ja";0;3
1990;158;"ja";1972;"ja";3;3
1019;83;"nein";2005;"ja";5;3
1050;72;"ja";1955;"nein";3;3
1018;76;"ja";2008;"nein";3;2
976;80;"ja";1972;"nein";5;3
792;65;"ja";1915;"nein";2;2
867;58;"nein";1951;"nein";0;3
632;58;"ja";1959;"nein";4;2
981;56;"ja";2018;"ja";6;3
1495;116;"ja";1904;"nein";4;3
849;74;"ja";1965;"nein";1;2
810;50;"ja";2012;"ja";4;3
1668;151;"ja";1972;"nein";1;2
655;49;"ja";1954;"nein";0;2
1528;100;"nein";1924;"nein";0;3
1011;75;"ja";1954;"nein";3;2
511;23;"nein";1972;"ja";0;2
1885;124;"ja";1900;"ja";0;3
2101;155;"ja";1992;"ja";2;3
1152;98;"ja";1949;"ja";3;2
448;39;"nein";1938;"ja";3;2
789;69;"nein";1972;"nein";1;2
604;54;"ja";1969;"nein";0;2
1117;83;"ja";1972;"nein";5;3
845;69;"ja";1960;"nein";4;3
891;76;"ja";1954;"nein";5;3
1003;75;"ja";1968;"ja";3;4
685;41;"ja";1955;"ja";1;2
1816;114;"ja";2015;"nein";0;3
624;55;"ja";1972;"ja";1;2
2565;122;"ja";1972;"nein";5;3
1983;113;"nein";1972;"nein";3;3
726;51;"ja";1999;"ja";3;3
1028;71;"nein";1936;"ja";3;2
955;86;"ja";1969;"nein";0;2
816;80;"nein";1903;"nein";2;2
821;68;"ja";1969;"nein";6;2
865;75;"ja";1959;"nein";1;3
890;74;"ja";1972;"nein";3;3
907;69;"ja";1992;"ja";2;3
939;98;"ja";1981;"nein";0;2
1029;56;"ja";2018;"ja";6;3
1174;89;"ja";1972;"nein";1;3
1992;165;"ja";1972;"ja";3;3
719;50;"ja";1999;"ja";3;3
1784;99;"ja";1955;"nein";5;4
1363;140;"ja";1910;"ja";4;3
1063;82;"ja";1910;"ja";3;3
3024;153;"ja";1972;"nein";11;2
825;63;"nein";1972;"nein";5;2
1805;93;"ja";1972;"ja";4;3
1104;40;"ja";2020;"ja";0;3
1093;84;"ja";1997;"nein";4;2
670;36;"ja";1959;"ja";4;2
1683;111;"ja";2009;"nein";0;3
573;24;"nein";1963;"ja";5;3
1580;91;"ja";2016;"ja";3;3
1244;52;"ja";1950;"ja";1;3
560;42;"nein";1972;"nein";4;2
1125;85;"ja";2004;"ja";2;3
1044;73;"ja";1900;"nein";2;3
1426;94;"ja";1959;"nein";4;2
713;61;"nein";1935;"ja";2;2
1748;82;"ja";1936;"ja";2;3
1251;89;"ja";1936;"nein";3;3
982;79;"ja";2003;"nein";5;2
1484;100;"nein";2016;"nein";3;3
1029;75;"ja";1989;"ja";2;3
986;75;"ja";2008;"nein";3;2
516;40;"ja";1958;"nein";3;2
538;34;"nein";1972;"ja";4;2
617;55;"ja";1959;"nein";4;2
1030;78;"ja";1981;"nein";1;2
1448;90;"ja";1929;"nein";5;3
1697;128;"nein";1972;"nein";0;2
1112;71;"nein";1936;"ja";3;2
421;22;"nein";1907;"ja";2;3
644;80;"ja";1954;"nein";3;2
3526;116;"ja";2018;"ja";3;4
585;57;"ja";1964;"nein";1;2
1091;73;"ja";1950;"ja";2;3
822;53;"nein";1920;"ja";4;2
1601;64;"ja";1961;"ja";7;3
1146;76;"ja";2003;"nein";5;2
1062;77;"ja";1910;"ja";3;3
598;56;"nein";1921;"nein";1;3
615;54;"ja";1969;"nein";0;2
563;43;"ja";1955;"nein";0;2
1635;126;"nein";1990;"nein";1;2
1413;111;"ja";1957;"ja";3;2
1903;112;"nein";1972;"nein";3;3
1676;97;"nein";2015;"ja";0;3
1652;68;"ja";1972;"ja";4;3
2162;105;"ja";2012;"nein";0;3
694;50;"ja";1972;"ja";2;3
640;35;"ja";1959;"ja";4;2
747;73;"ja";1967;"nein";3;2
1296;81;"ja";1972;"nein";1;3
1174;89;"ja";2001;"nein";3;3
1125;84;"ja";2012;"nein";0;3
1400;117;"ja";1907;"ja";1;3
644;48;"ja";1954;"nein";0;2
1020;56;"ja";1985;"ja";2;3
718;58;"ja";1954;"ja";2;3
1167;89;"ja";1983;"ja";2;3
1045;75;"ja";2008;"nein";3;2
1485;95;"ja";1910;"nein";2;3
938;84;"ja";1912;"ja";4;3
1254;85;"ja";1958;"ja";2;3
2671;118;"ja";2005;"nein";0;3
1192;87;"ja";1963;"nein";1;3
971;56;"nein";1959;"nein";5;3
659;58;"ja";1965;"nein";1;2
1447;94;"ja";2005;"nein";3;3
595;38;"ja";1956;"nein";4;2
457;39;"ja";1958;"nein";3;2
1102;75;"nein";1972;"ja";2;3
838;66;"ja";1915;"nein";2;2
1832;94;"nein";2014;"nein";0;3
956;84;"ja";1969;"nein";1;2
2713;197;"ja";1908;"nein";2;3
504;47;"ja";1954;"nein";1;2
548;22;"nein";1957;"ja";5;3
1527;96;"ja";1958;"nein";2;3
674;40;"ja";1940;"nein";0;2
1081;64;"ja";2020;"nein";1;3
2475;112;"ja";2016;"ja";5;3
969;55;"nein";1959;"nein";5;3
1079;74;"ja";1911;"ja";0;2
1321;81;"ja";1955;"nein";1;3
1747;94;"nein";2015;"ja";0;3
1715;123;"ja";1999;"ja";3;3
605;45;"ja";1970;"nein";3;3
1018;84;"ja";2018;"nein";3;3
1077;86;"ja";2005;"nein";1;3
1062;79;"ja";1989;"ja";2;3
1221;92;"ja";1914;"ja";3;3
512;34;"nein";1957;"nein";1;3
1290;90;"ja";1929;"nein";5;3
570;36;"nein";1972;"ja";4;2
640;63;"ja";1956;"nein";4;2
1633;97;"ja";1972;"nein";6;3
685;59;"ja";1954;"ja";2;3
2323;120;"ja";1900;"ja";0;3
2051;109;"ja";2012;"nein";0;3
727;62;"ja";1972;"nein";4;2
1007;63;"nein";1903;"nein";1;3
754;54;"ja";1899;"ja";0;3
573;38;"ja";1972;"nein";6;3
1000;81;"ja";2018;"nein";6;3
1719;107;"ja";2019;"nein";2;3
2177;101;"nein";1987;"nein";1;4
1531;105;"ja";1907;"ja";1;3
912;78;"ja";1961;"nein";1;2
1962;107;"ja";1996;"ja";2;4
727;66;"ja";1972;"nein";3;2
1900;113;"ja";2019;"nein";2;3
1130;82;"ja";1981;"nein";1;2
787;38;"nein";1959;"ja";2;2
1190;102;"ja";1949;"ja";3;2
614;50;"nein";1986;"nein";2;2
956;64;"ja";1960;"nein";4;3
1251;96;"ja";2001;"nein";3;3
839;57;"ja";1999;"nein";5;3
549;32;"nein";1972;"ja";4;2
1667;128;"nein";1972;"nein";0;2
1733;123;"ja";2017;"ja";1;4
1195;68;"nein";1959;"ja";1;2
1148;91;"ja";1984;"nein";1;2
796;73;"nein";1954;"nein";4;2
971;69;"nein";1972;"nein";2;2
1574;120;"ja";2016;"nein";4;3
1007;76;"nein";1972;"ja";2;3
1640;95;"ja";2018;"nein";4;3
1945;100;"nein";1987;"nein";1;4
1809;111;"ja";1958;"nein";2;3
1582;106;"ja";1960;"nein";2;3
1700;117;"ja";2009;"nein";1;3
2122;119;"ja";2015;"ja";0;3
1989;114;"ja";2017;"ja";1;4
1239;93;"ja";1984;"nein";1;2
526;40;"ja";1972;"nein";6;3
1169;94;"nein";2018;"nein";2;3
1380;98;"ja";1965;"nein";2;3
1634;123;"ja";1986;"ja";3;3
1493;104;"ja";1972;"nein";3;2
795;50;"ja";1999;"ja";3;3
1195;92;"ja";1985;"ja";1;2
896;77;"ja";1961;"nein";1;2
411;23;"nein";1907;"ja";2;3
1942;120;"ja";2017;"ja";1;4
835;77;"ja";1956;"nein";3;2
1035;60;"ja";2018;"ja";6;3
656;55;"ja";1954;"ja";2;3
766;62;"nein";1972;"nein";5;2
2599;192;"ja";1908;"nein";2;3
811;31;"ja";1972;"ja";4;3
1271;77;"ja";2003;"nein";1;3
1223;104;"ja";1972;"nein";1;3
1011;32;"ja";1972;"ja";4;3
783;55;"ja";1899;"ja";0;3
1135;63;"nein";1959;"ja";1;2
1822;113;"ja";1904;"nein";4;3
1372;105;"ja";1936;"nein";1;2
1097;101;"ja";1949;"ja";3;2
873;67;"ja";1969;"nein";6;2
1250;100;"ja";1992;"nein";1;3
1000;72;"ja";1959;"nein";1;3
3068;211;"ja";1989;"nein";1;4
1187;81;"ja";1988;"nein";5;3
845;67;"ja";1915;"nein";2;2
628;27;"ja";1972;"ja";1;2
835;71;"ja";1978;"nein";1;3
2319;98;"ja";2019;"ja";4;4
1748;95;"ja";2019;"nein";2;3
787;64;"ja";1912;"nein";3;2
612;55;"ja";1959;"nein";4;2
1069;83;"ja";1969;"nein";3;2
630;57;"nein";1960;"nein";2;2
641;43;"ja";1940;"nein";0;2
1161;89;"ja";1929;"ja";4;3
1057;37;"ja";2020;"ja";0;3
1087;82;"ja";1910;"ja";3;3
687;69;"ja";1967;"nein";3;2
914;61;"nein";1972;"nein";2;3
2150;118;"ja";2016;"ja";5;3
481;41;"nein";1963;"nein";0;2
639;48;"nein";1960;"nein";5;3
731;68;"ja";1976;"nein";4;3
1371;110;"ja";2018;"nein";1;3
953;81;"ja";1959;"nein";4;3
1358;109;"ja";1957;"ja";3;2
671;61;"nein";1960;"nein";1;3
652;59;"nein";1960;"nein";1;3
1520;91;"ja";1972;"nein";6;3
938;57;"ja";1985;"ja";2;3
1292;105;"ja";1936;"nein";1;2
1375;105;"ja";1972;"ja";3;3
513;29;"nein";1961;"ja";1;2
554;36;"nein";1975;"ja";1;3
623;55;"ja";1966;"nein";2;2
1454;105;"nein";1904;"ja";1;2
1331;143;"ja";1910;"ja";4;3
1520;62;"ja";1972;"ja";0;2
786;67;"nein";1954;"nein";4;2
1408;92;"ja";1965;"nein";2;3
1141;73;"ja";1911;"ja";0;2
991;79;"ja";1956;"nein";1;2
874;50;"ja";2012;"ja";4;3
1196;38;"ja";2020;"ja";0;3
1152;81;"ja";2012;"nein";0;3
1221;80;"ja";1958;"ja";2;3
1151;79;"ja";1958;"ja";2;3
1246;85;"ja";1981;"nein";1;2
589;50;"nein";1965;"nein";4;2
627;58;"ja";1966;"nein";2;2
1603;117;"ja";2015;"nein";0;3
815;62;"ja";1976;"ja";3;3
1025;87;"ja";2018;"nein";6;3
1092;80;"ja";1900;"nein";2;3
858;52;"ja";1996;"ja";1;3
677;62;"nein";1938;"nein";4;2
1127;71;"ja";1975;"ja";4;3
1781;94;"ja";1955;"nein";5;4
880;87;"ja";1925;"nein";2;2
722;52;"ja";1899;"ja";0;3
728;30;"ja";1972;"ja";4;3
972;70;"ja";1961;"nein";1;2
510;43;"ja";1958;"nein";3;2
1229;70;"ja";2017;"ja";0;4
1186;48;"nein";2018;"ja";0;3
925;67;"nein";1972;"ja";1;3
700;77;"ja";1965;"nein";1;2
1029;81;"ja";1972;"nein";5;3
1766;91;"ja";2019;"nein";2;3
745;67;"ja";1970;"nein";0;3
918;82;"ja";1902;"ja";0;2
3072;255;"ja";1951;"nein";2;3
1358;106;"ja";1972;"nein";3;2
988;79;"ja";2003;"nein";5;2
1821;110;"ja";2018;"ja";5;3
897;68;"ja";1969;"nein";6;2
451;34;"nein";1957;"nein";1;3
1308;104;"nein";1924;"nein";0;3
1473;129;"ja";1995;"ja";3;3
1029;79;"ja";1969;"nein";1;2
1734;121;"ja";2018;"ja";5;3
830;47;"ja";2012;"ja";4;3
991;65;"ja";2013;"nein";2;3
1734;140;"ja";1958;"ja";1;3
1027;74;"ja";1954;"nein";3;2
932;62;"ja";1994;"nein";2;3
675;64;"nein";1960;"nein";1;3
622;46;"ja";1954;"nein";2;2
547;35;"nein";1972;"ja";4;2
1546;130;"ja";1980;"ja";0;2
1019;61;"ja";2020;"nein";0;3
536;36;"ja";1972;"nein";1;2
825;67;"nein";1970;"nein";4;2
655;35;"nein";1975;"ja";1;3
1340;92;"ja";1929;"nein";5;3
1018;31;"ja";1972;"ja";4;3
1309;99;"ja";1985;"ja";1;2
1126;51;"ja";1950;"ja";1;3
961;53;"ja";1972;"ja";0;3
1055;83;"ja";1972;"nein";5;3
1366;97;"ja";2005;"ja";3;3
1866;101;"ja";2012;"nein";0;3
698;65;"ja";1970;"nein";0;3
1122;56;"nein";1959;"ja";1;2
739;30;"ja";1972;"ja";4;3
1497;89;"ja";1955;"nein";3;4
708;67;"ja";1912;"nein";3;2
735;63;"nein";1951;"nein";0;3
611;40;"ja";1955;"ja";1;2
934;74;"nein";1972;"nein";2;2
1101;90;"ja";1988;"nein";5;3
1269;97;"ja";1971;"nein";1;3
1279;81;"ja";1955;"nein";4;3
1548;103;"ja";1972;"nein";3;3
1603;112;"ja";1904;"nein";4;3
1339;96;"ja";2017;"nein";1;3
725;59;"ja";1964;"nein";0;2
1324;113;"ja";1956;"nein";2;3
575;49;"nein";1986;"nein";2;2
1089;65;"nein";1956;"ja";4;3
711;56;"nein";1960;"nein";2;2
745;61;"nein";1935;"ja";2;2
1115;65;"nein";1972;"ja";1;3
783;61;"ja";1976;"ja";3;3
1018;99;"ja";1981;"nein";4;2
887;77;"ja";1972;"nein";3;3
314;19;"nein";1950;"nein";0;1
949;77;"ja";1968;"ja";3;4
917;79;"ja";1912;"ja";4;3
949;31;"ja";1972;"ja";4;3
1374;97;"ja";1965;"nein";2;3
1123;101;"ja";1992;"nein";1;3
563;36;"nein";1963;"ja";6;3
474;38;"nein";1938;"ja";3;2
1640;129;"nein";1972;"nein";0;2
1133;80;"ja";1910;"ja";3;3
509;21;"nein";1957;"ja";5;3
1073;81;"ja";2018;"nein";3;3
785;67;"nein";1970;"nein";4;2
1790;126;"ja";1986;"ja";3;3
1530;104;"ja";2019;"ja";0;3
985;79;"ja";2018;"nein";3;3
1832;66;"ja";1972;"ja";4;3
1592;131;"nein";1972;"nein";0;2
1724;86;"ja";1955;"nein";3;4
2616;126;"ja";2005;"nein";0;3
1807;120;"ja";1907;"ja";3;3
1442;71;"ja";1961;"ja";7;3
1072;102;"ja";1958;"nein";1;2
762;65;"nein";1972;"nein";5;2
1414;92;"nein";2016;"nein";3;3
3198;198;"ja";1908;"nein";2;3
2200;102;"ja";2019;"ja";4;4
820;70;"nein";1954;"nein";4;2
1021;78;"ja";1989;"ja";2;3
1690;115;"ja";2009;"nein";1;3
1485;103;"ja";2019;"nein";1;3
1713;129;"ja";1999;"ja";3;3
1542;68;"ja";1972;"ja";0;2
846;62;"nein";1972;"nein";2;2
973;66;"ja";2013;"nein";2;3
1417;104;"ja";1965;"ja";1;3
1157;48;"nein";2018;"ja";0;3
1280;71;"ja";2015;"nein";0;3
876;72;"nein";1954;"nein";4;2
661;46;"ja";1940;"nein";0;2
840;69;"nein";1954;"nein";4;2
732;60;"ja";1972;"nein";0;2
1820;92;"ja";1972;"nein";4;3
1774;118;"ja";2018;"ja";5;3
990;85;"ja";1983;"ja";2;3
1492;106;"nein";1904;"ja";1;2
510;34;"nein";1903;"nein";0;2
1303;86;"ja";1936;"nein";3;3
606;72;"ja";1967;"nein";3;2
736;73;"ja";1972;"nein";4;3
696;57;"nein";1960;"nein";1;3
522;40;"nein";1938;"ja";3;2
972;73;"ja";1968;"ja";3;4
535;34;"nein";1972;"ja";4;2
1072;76;"ja";1911;"ja";0;2
1776;120;"ja";2009;"nein";1;3
1252;100;"ja";1972;"nein";1;3
925;44;"nein";2018;"ja";1;3
594;48;"ja";1972;"ja";3;2
736;31;"nein";1959;"nein";4;3
609;56;"ja";1965;"nein";1;2
527;31;"nein";1903;"nein";0;2
1030;66;"nein";1903;"nein";1;3
965;66;"ja";1959;"nein";1;3
1708;121;"ja";1930;"ja";0;3
1410;104;"ja";1957;"ja";4;2
924;58;"ja";2020;"nein";1;3
1314;93;"ja";2005;"nein";3;3
486;21;"nein";1957;"ja";5;3
654;45;"ja";1954;"nein";0;2
499;36;"nein";1957;"nein";1;3
1005;83;"ja";1969;"nein";3;2
1192;41;"ja";1984;"ja";2;3
620;53;"nein";1960;"nein";1;3
2728;188;"ja";1989;"nein";1;4
1153;66;"ja";1972;"ja";3;3
1558;90;"ja";1958;"nein";2;3
1552;137;"ja";1995;"ja";3;3
1111;61;"ja";1960;"ja";4;4
477;43;"nein";1963;"nein";0;2
797;50;"nein";1890;"ja";0;3
944;106;"ja";1958;"nein";1;2
543;35;"nein";1972;"ja";4;2
782;52;"nein";1919;"ja";3;2
1662;104;"ja";2012;"nein";4;3
3756;129;"ja";2018;"ja";3;4
567;36;"nein";1963;"ja";6;3
925;56;"nein";1930;"ja";3;3
1253;61;"nein";1956;"ja";4;3
1195;52;"ja";1950;"ja";1;3
786;55;"ja";2000;"ja";2;3
825;64;"ja";1978;"nein";1;3
1631;155;"ja";1972;"nein";1;2
1385;93;"ja";1936;"nein";3;3
885;68;"nein";1972;"nein";5;2
1620;130;"nein";1990;"nein";1;2
746;54;"nein";1954;"ja";2;2
786;82;"ja";1981;"nein";0;2
983;86;"ja";1957;"nein";1;3
964;32;"ja";1972;"ja";4;3
808;48;"ja";2018;"nein";2;3
989;95;"ja";1984;"nein";1;2
741;37;"ja";1959;"ja";4;2
820;48;"ja";2018;"ja";0;3
1009;69;"nein";1972;"nein";2;2
1583;94;"ja";2012;"nein";4;3
1154;94;"ja";1971;"nein";1;3
1201;70;"ja";2020;"nein";0;3
905;76;"ja";1997;"nein";1;2
605;49;"ja";1954;"nein";2;2
1033;74;"ja";1911;"ja";0;2
498;39;"nein";1938;"ja";3;2
729;83;"nein";1903;"nein";2;2
1856;119;"ja";1999;"ja";3;3
1352;86;"ja";2013;"nein";1;3
1535;142;"ja";1980;"ja";0;2
